question_id,domain,n_reached,n_leaves,n_stopped,ll,ll_leaves,top1_id,top1_label,top1_is_leaf,top1_share,no_leaf,hit_real,hit_placebo
4230,Chemistry,76,41,0,386.56544376,386.56544376,n00000204,Aqueous Acid Base Equilibrium Calculations,1,0.678958,0,,
4231,Chemistry,99,55,1,391.41797797,391.41797797,n00000188,Radioactive Decay Kinetics and Energetics,1,0.998712,0,,
4234,Chemistry,52,27,1,429.85416196,429.85416196,n00000030,Thermodynamic and Gas State Calculations,1,0.999973,0,2,
4236,Chemistry,46,25,0,407.00698287,407.00698287,n00000204,Aqueous Acid Base Equilibrium Calculations,1,0.999993,0,,
4240,Chemistry,33,17,1,428.87351998,428.87351998,n00000030,Thermodynamic and Gas State Calculations,1,1.000000,0,2,
4243,Chemistry,78,42,0,390.35084487,390.35084487,n00000204,Aqueous Acid Base Equilibrium Calculations,1,0.993189,0,,
4251,Chemistry,90,49,0,406.54527147,406.54527147,n00000204,Aqueous Acid Base Equilibrium Calculations,1,0.999997,0,,
4252,Chemistry,128,71,1,383.97260311,383.97260311,n00000268,Electrochemical and Stoichiometric Reaction Quantification,1,0.999190,0,,
4256,Chemistry,73,39,1,399.28895587,399.28895587,n00000191,Molecular Statistical Thermodynamics and Spectroscopy,1,0.578394,0,3,
4257,Chemistry,89,48,0,391.89328877,391.89328877,n00000191,Molecular Statistical Thermodynamics and Spectroscopy,1,0.689044,0,3,
4261,Chemistry,68,36,0,397.16770439,397.16770439,n00000191,Molecular Statistical Thermodynamics and Spectroscopy,1,0.991055,0,,
4268,Chemistry,68,36,0,399.26874902,399.26874902,n00000170,Optical Interference and Diffraction Metrology,1,0.999931,0,,
4270,Chemistry,33,17,1,427.91833396,427.91833396,n00000030,Thermodynamic and Gas State Calculations,1,0.999993,0,2,
4271,Chemistry,38,20,1,432.09084483,432.09084483,n00000030,Thermodynamic and Gas State Calculations,1,0.999923,0,2,
4275,Chemistry,33,17,1,433.36890970,433.36890970,n00000030,Thermodynamic and Gas State Calculations,1,0.999999,0,2,
4278,Chemistry,56,31,0,389.16784750,389.16784750,n00000267,Colligative Property and Solution Concentration Calculations,1,0.703765,0,,
4279,Chemistry,57,30,1,418.71939656,418.71939656,n00000030,Thermodynamic and Gas State Calculations,1,0.941730,0,2,
4289,Chemistry,33,17,1,432.24101691,432.24101691,n00000030,Thermodynamic and Gas State Calculations,1,0.999999,0,2,
4292,Chemistry,70,38,0,403.62110295,403.62110295,n00000267,Colligative Property and Solution Concentration Calculations,1,0.999946,0,,
4294,Chemistry,33,17,1,428.02685066,428.02685066,n00000030,Thermodynamic and Gas State Calculations,1,0.999998,0,2,
4295,Chemistry,68,36,1,408.91866770,408.91866770,n00000173,Thermodynamic and Kinetic Gas Properties in Astrophysical and Terrestrial Systems,1,0.766387,0,,
4307,Chemistry,57,30,0,394.56195778,394.56195778,n00000268,Electrochemical and Stoichiometric Reaction Quantification,1,0.652694,0,,
4310,Chemistry,52,27,1,423.14071006,423.14071006,n00000030,Thermodynamic and Gas State Calculations,1,0.999999,0,2,
4320,Chemistry,81,44,0,390.01745158,390.01745158,n00000188,Radioactive Decay Kinetics and Energetics,1,0.999918,0,,
4323,Chemistry,65,35,1,407.95133870,399.40072663,n00000243,Projectile Motion and Kinematic Analysis,1,0.590206,0,,
4328,Chemistry,123,68,1,389.35590121,389.35590121,n00000030,Thermodynamic and Gas State Calculations,1,0.986335,0,2,
4329,Chemistry,98,54,0,387.92269350,387.92269350,n00000191,Molecular Statistical Thermodynamics and Spectroscopy,1,0.691900,0,3,
4331,Chemistry,67,35,0,389.74369760,389.74369760,n00000191,Molecular Statistical Thermodynamics and Spectroscopy,1,0.954473,0,,
4335,Chemistry,64,34,0,412.71930083,412.71930083,n00000204,Aqueous Acid Base Equilibrium Calculations,1,1.000000,0,,
4336,Chemistry,75,41,1,420.48199895,420.48199895,n00000030,Thermodynamic and Gas State Calculations,1,0.985693,0,2,
4337,Chemistry,144,80,0,381.58686012,381.58686012,n00000268,Electrochemical and Stoichiometric Reaction Quantification,1,0.948640,0,,
4346,Chemistry,67,35,0,391.91232264,391.91232264,n00000191,Molecular Statistical Thermodynamics and Spectroscopy,1,0.767705,0,,
4347,Chemistry,74,39,1,410.68729934,410.68729934,n00000030,Thermodynamic and Gas State Calculations,1,0.999990,0,2,
4348,Chemistry,132,73,0,377.13474030,377.13474030,n00000159,Extremal and Enumerative Combinatorics in Graphs and Numbers,1,0.929807,0,,
4350,Chemistry,75,40,1,388.91814951,388.91814951,n00000171,Quantum Photon Particle Duality Calculations,1,0.807950,0,3,
4355,Chemistry,77,41,0,388.72076380,388.72076380,n00000191,Molecular Statistical Thermodynamics and Spectroscopy,1,0.992875,0,,
4356,Chemistry,78,42,0,389.76258932,389.76258932,n00000171,Quantum Photon Particle Duality Calculations,1,0.972033,0,3,
4358,Chemistry,63,33,1,425.39740271,425.39740271,n00000030,Thermodynamic and Gas State Calculations,1,0.999987,0,2,
4360,Chemistry,78,42,1,428.53200382,428.53200382,n00000030,Thermodynamic and Gas State Calculations,1,0.997891,0,2,
4367,Chemistry,25,13,1,422.82485664,422.82485664,n00000030,Thermodynamic and Gas State Calculations,1,0.752378,0,2,
4368,Chemistry,78,42,0,383.94254155,383.94254155,n00000189,Molecular and Atomic Mass Calculations,1,0.979299,0,,
4372,Chemistry,33,17,1,401.30813119,401.30813119,n00000267,Colligative Property and Solution Concentration Calculations,1,0.956688,0,,
4375,Chemistry,57,30,0,381.87851781,381.87851781,n00000191,Molecular Statistical Thermodynamics and Spectroscopy,1,0.982987,0,,
4376,Chemistry,57,30,1,425.60284832,425.60284832,n00000030,Thermodynamic and Gas State Calculations,1,0.999976,0,2,
4378,Chemistry,97,53,1,417.92910675,417.92910675,n00000030,Thermodynamic and Gas State Calculations,1,0.996606,0,2,
4379,Chemistry,52,27,1,419.08960264,419.08960264,n00000030,Thermodynamic and Gas State Calculations,1,0.999992,0,2,
4380,Chemistry,56,29,0,403.59062399,403.59062399,n00000204,Aqueous Acid Base Equilibrium Calculations,1,0.988990,0,,
4382,Chemistry,51,28,1,410.72850094,410.72850094,n00000267,Colligative Property and Solution Concentration Calculations,1,0.985933,0,,
4384,Chemistry,110,60,0,403.28770939,403.28770939,n00000030,Thermodynamic and Gas State Calculations,1,0.864244,0,2,
4387,Chemistry,55,29,0,400.02335251,400.02335251,n00000204,Aqueous Acid Base Equilibrium Calculations,1,0.525175,0,,
4395,Chemistry,46,25,0,401.16437738,401.16437738,n00000267,Colligative Property and Solution Concentration Calculations,1,0.981401,0,,
4399,Chemistry,73,39,0,391.73321591,391.73321591,n00000268,Electrochemical and Stoichiometric Reaction Quantification,1,0.995292,0,,
4402,Chemistry,81,44,1,419.15766107,419.15766107,n00000030,Thermodynamic and Gas State Calculations,1,0.999978,0,2,
4410,Chemistry,92,50,0,394.36051007,394.36051007,n00000204,Aqueous Acid Base Equilibrium Calculations,1,0.896336,0,,
4411,Chemistry,57,30,1,403.26881198,403.26881198,n00000267,Colligative Property and Solution Concentration Calculations,1,0.981912,0,,
4413,Chemistry,68,36,0,415.25649504,415.25649504,n00000191,Molecular Statistical Thermodynamics and Spectroscopy,1,0.991614,0,,
4430,Chemistry,74,41,0,395.61667204,395.61667204,n00000267,Colligative Property and Solution Concentration Calculations,1,0.986917,0,,
4435,Chemistry,55,29,0,409.64852598,409.64852598,n00000204,Aqueous Acid Base Equilibrium Calculations,1,1.000000,0,,
4441,Chemistry,119,66,0,383.45527238,383.45527238,n00000171,Quantum Photon Particle Duality Calculations,1,0.998363,0,3,
4448,Chemistry,52,27,1,438.42698756,438.42698756,n00000030,Thermodynamic and Gas State Calculations,1,1.000000,0,2,
4453,Chemistry,33,17,1,435.56429758,435.56429758,n00000030,Thermodynamic and Gas State Calculations,1,0.999799,0,2,
4454,Chemistry,135,75,0,375.64816075,375.64816075,n00000189,Molecular and Atomic Mass Calculations,1,0.881762,0,,
4456,Chemistry,78,42,0,386.92046265,386.92046265,n00000189,Molecular and Atomic Mass Calculations,1,0.965186,0,,
4458,Chemistry,81,44,0,397.37849679,397.37849679,n00000243,Projectile Motion and Kinematic Analysis,1,0.874284,0,,
4465,Chemistry,86,47,0,390.61043866,390.61043866,n00000267,Colligative Property and Solution Concentration Calculations,1,0.990399,0,,
4467,Chemistry,103,57,0,401.03819764,401.03819764,n00000204,Aqueous Acid Base Equilibrium Calculations,1,0.999999,0,,
4468,Chemistry,43,22,0,401.40565667,401.40565667,n00000204,Aqueous Acid Base Equilibrium Calculations,1,0.999995,0,,
4471,Chemistry,62,33,0,383.19505773,383.19505773,n00000268,Electrochemical and Stoichiometric Reaction Quantification,1,0.838486,0,,
4473,Chemistry,78,42,0,385.28141925,385.28141925,n00000268,Electrochemical and Stoichiometric Reaction Quantification,1,0.998669,0,,
4475,Chemistry,123,68,1,397.67314516,397.67293956,n00000030,Thermodynamic and Gas State Calculations,1,0.349382,0,2,
4481,Chemistry,63,33,1,386.54813597,386.54812865,n00000171,Quantum Photon Particle Duality Calculations,1,0.756478,0,3,
4488,Chemistry,86,47,1,422.72239228,422.72239228,n00000030,Thermodynamic and Gas State Calculations,1,0.999944,0,2,
4491,Chemistry,96,52,1,409.81001418,409.81001418,n00000030,Thermodynamic and Gas State Calculations,1,0.999760,0,2,
4492,Chemistry,34,17,1,416.08966516,416.08966516,n00000030,Thermodynamic and Gas State Calculations,1,0.999996,0,2,
4494,Chemistry,57,30,0,405.96256674,405.96256674,n00000204,Aqueous Acid Base Equilibrium Calculations,1,0.997673,0,,
4495,Chemistry,31,16,0,407.18420086,407.18420086,n00000204,Aqueous Acid Base Equilibrium Calculations,1,0.993422,0,,
4498,Chemistry,33,17,1,437.36934671,437.36934671,n00000030,Thermodynamic and Gas State Calculations,1,0.999972,0,2,
4499,Chemistry,34,17,1,425.52721360,425.52721360,n00000030,Thermodynamic and Gas State Calculations,1,0.999996,0,2,
4501,Chemistry,57,30,1,396.21827878,396.21827878,n00000268,Electrochemical and Stoichiometric Reaction Quantification,1,0.828446,0,,
4502,Chemistry,57,30,0,420.25420197,420.25420197,n00000267,Colligative Property and Solution Concentration Calculations,1,0.695851,0,2,
4506,Chemistry,146,81,1,380.80534820,376.40998797,n00000189,Molecular and Atomic Mass Calculations,1,0.730909,0,,
4507,Chemistry,128,71,0,389.48537896,389.48537896,n00000267,Colligative Property and Solution Concentration Calculations,1,0.977567,0,,
4510,Chemistry,69,37,0,406.02397981,406.02397981,n00000204,Aqueous Acid Base Equilibrium Calculations,1,1.000000,0,,
4517,Chemistry,85,46,0,387.90659029,387.90659029,n00000191,Molecular Statistical Thermodynamics and Spectroscopy,1,0.998900,0,,
4521,Chemistry,68,36,0,389.78392360,389.78392360,n00000191,Molecular Statistical Thermodynamics and Spectroscopy,1,0.999972,0,,
4524,Chemistry,33,17,1,436.97569145,436.97569145,n00000030,Thermodynamic and Gas State Calculations,1,1.000000,0,2,
4533,Chemistry,91,50,0,394.29751076,394.29751076,n00000267,Colligative Property and Solution Concentration Calculations,1,0.994153,0,,
4535,Chemistry,78,42,1,433.66272749,433.66272749,n00000030,Thermodynamic and Gas State Calculations,1,0.999903,0,2,
4537,Chemistry,75,40,0,387.44685604,387.44685604,n00000191,Molecular Statistical Thermodynamics and Spectroscopy,1,0.999612,0,,
4538,Chemistry,94,52,1,377.66338958,377.66338958,n00000189,Molecular and Atomic Mass Calculations,1,0.890770,0,,
4542,Chemistry,128,71,0,382.83779446,382.83779446,n00000189,Molecular and Atomic Mass Calculations,1,0.569119,0,,
4546,Chemistry,57,30,1,424.25793754,424.25793754,n00000030,Thermodynamic and Gas State Calculations,1,0.999999,0,2,
4547,Chemistry,68,36,0,413.84737207,413.84737207,n00000188,Radioactive Decay Kinetics and Energetics,1,0.886595,0,,
4548,Chemistry,33,17,1,417.23728082,417.23728082,n00000030,Thermodynamic and Gas State Calculations,1,0.999557,0,2,
4554,Chemistry,33,17,1,411.21385133,411.21385133,n00000030,Thermodynamic and Gas State Calculations,1,0.999450,0,2,
4556,Chemistry,62,33,1,383.11154797,383.11154797,n00000267,Colligative Property and Solution Concentration Calculations,1,0.905363,0,,
4557,Chemistry,78,42,1,417.24787794,417.24787790,n00000015,Engineering,0,0.598941,0,2,
4560,Chemistry,73,39,1,418.15770778,418.15770772,n00000030,Thermodynamic and Gas State Calculations,1,0.997712,0,2,
4565,Chemistry,52,27,1,419.39172671,419.39172671,n00000030,Thermodynamic and Gas State Calculations,1,0.999912,0,2,
4572,Chemistry,57,30,1,419.78724407,419.78724407,n00000030,Thermodynamic and Gas State Calculations,1,0.808274,0,2,
4574,Chemistry,109,60,0,378.32288184,378.32288184,n00000189,Molecular and Atomic Mass Calculations,1,0.716161,0,,
4576,Chemistry,51,27,1,424.78428983,424.78428976,n00000015,Engineering,0,0.833099,1,,
4580,Chemistry,81,44,1,389.69289624,389.69289624,n00000030,Thermodynamic and Gas State Calculations,1,0.983764,0,2,
4589,Chemistry,33,17,1,431.77646907,431.77646907,n00000030,Thermodynamic and Gas State Calculations,1,1.000000,0,2,
4592,Chemistry,78,42,0,385.14858673,385.14858673,n00000189,Molecular and Atomic Mass Calculations,1,0.991476,0,,
4597,Chemistry,91,50,0,390.17770252,390.17770252,n00000171,Quantum Photon Particle Duality Calculations,1,0.655329,0,3,
4605,Chemistry,135,75,0,370.75089424,370.75089424,n00000124,Molecular Biology and Genetic Engineering Mechanisms,1,0.982139,0,,
4607,Chemistry,103,57,0,389.18204433,389.18204433,n00000191,Molecular Statistical Thermodynamics and Spectroscopy,1,0.999693,0,,
4609,Chemistry,67,35,0,392.90039830,392.90039830,n00000191,Molecular Statistical Thermodynamics and Spectroscopy,1,0.999946,0,,
4610,Chemistry,151,84,0,375.14765226,375.14765226,n00000184,Exclusion-Based Fact Verification Tasks,1,0.955475,0,,
4615,Chemistry,33,17,1,434.82290704,434.82290704,n00000030,Thermodynamic and Gas State Calculations,1,1.000000,0,2,
4619,Chemistry,52,27,1,421.66396011,421.66396011,n00000030,Thermodynamic and Gas State Calculations,1,0.998926,0,2,
4621,Chemistry,65,34,1,395.38243931,384.18569140,n00000085,Quantum and Statistical Molecular Physics,0,0.994120,1,,
4627,Chemistry,38,20,0,411.53121239,411.53121239,n00000268,Electrochemical and Stoichiometric Reaction Quantification,1,0.826218,0,,
4628,Chemistry,15,7,1,398.17453936,398.17453936,n00000267,Colligative Property and Solution Concentration Calculations,1,0.999973,0,,
4629,Chemistry,33,17,1,418.25381631,418.25381631,n00000030,Thermodynamic and Gas State Calculations,1,1.000000,0,2,
4631,Chemistry,57,30,1,417.87950877,417.87950877,n00000030,Thermodynamic and Gas State Calculations,1,0.999992,0,2,
4635,Chemistry,38,20,0,410.88379481,410.88379481,n00000030,Thermodynamic and Gas State Calculations,1,0.999859,0,2,
4639,Chemistry,60,32,0,388.48974288,388.48974288,n00000268,Electrochemical and Stoichiometric Reaction Quantification,1,0.999981,0,,
4646,Chemistry,81,44,1,428.32459215,428.32440416,n00000015,Engineering,0,0.972471,1,,
4648,Chemistry,55,30,0,408.03691510,408.03691510,n00000204,Aqueous Acid Base Equilibrium Calculations,1,1.000000,0,,
4651,Chemistry,78,42,1,388.13105753,388.13105636,n00000188,Radioactive Decay Kinetics and Energetics,1,0.981068,0,,
4659,Chemistry,28,14,1,436.76143995,436.76143995,n00000015,Engineering,0,0.530066,0,2,
4661,Chemistry,81,44,0,395.21895875,395.21895875,n00000267,Colligative Property and Solution Concentration Calculations,1,0.999990,0,,
10358,Computer science,109,61,0,381.85603061,381.85603061,n00000078,Corporate Governance and Regulatory Compliance Principles,1,0.987856,0,,
10359,Computer science,120,67,0,379.18764404,379.18764404,n00000130,Information Theory and Digital Encoding Fundamentals,1,0.934323,0,,
10361,Computer science,114,63,0,388.35019824,388.35019824,n00000130,Information Theory and Digital Encoding Fundamentals,1,0.945683,0,,
10362,Computer science,146,81,0,366.03272973,366.03272973,n00000193,Transmission Line and Wave Propagation Analysis,1,0.893314,0,,
10367,Computer science,115,64,0,400.45751608,400.45751608,n00000196,Evaluative Statement Veracity Assessment,1,0.999437,0,,
10368,Computer science,151,84,0,384.62939806,384.62939806,n00000129,Foundational Programming and Computer Systems Principles,1,0.931948,0,,
10369,Computer science,126,70,0,383.00852528,383.00852528,n00000129,Foundational Programming and Computer Systems Principles,1,0.939932,0,,
10370,Computer science,151,84,0,380.97581594,380.97581594,n00000129,Foundational Programming and Computer Systems Principles,1,0.997691,0,,
10372,Computer science,133,74,0,382.34615438,382.34615438,n00000159,Extremal and Enumerative Combinatorics in Graphs and Numbers,1,0.955638,0,,
10375,Computer science,125,69,0,390.36009252,390.36009252,n00000245,Statistical Inference and Probability Theory,1,0.935654,0,1,
10379,Computer science,144,80,0,380.00363034,380.00363034,n00000129,Foundational Programming and Computer Systems Principles,1,0.473889,0,,
10384,Computer science,133,74,0,375.67940021,375.67940021,n00000129,Foundational Programming and Computer Systems Principles,1,0.574726,0,,
10386,Computer science,144,80,0,390.22634038,390.22634038,n00000196,Evaluative Statement Veracity Assessment,1,0.714094,0,,
10387,Computer science,133,74,0,385.39217286,385.39217286,n00000158,Discrete Probability and Combinatorial Counting,1,0.648360,0,,
10389,Computer science,116,65,0,402.90692123,402.90692123,n00000196,Evaluative Statement Veracity Assessment,1,0.772250,0,,
10392,Computer science,96,54,0,403.14121555,403.14121555,n00000196,Evaluative Statement Veracity Assessment,1,0.999984,0,,
10393,Computer science,151,84,0,391.80126772,391.80126772,n00000196,Evaluative Statement Veracity Assessment,1,0.800534,0,,
10404,Computer science,138,77,0,379.12438468,379.12438468,n00000129,Foundational Programming and Computer Systems Principles,1,0.996783,0,,
10405,Computer science,133,74,0,380.92008008,380.92008008,n00000129,Foundational Programming and Computer Systems Principles,1,0.600321,0,,
10406,Computer science,151,84,0,371.96876481,371.96876481,n00000154,Finite Group and Ring Theory Properties,1,0.854985,0,,
10409,Computer science,125,70,0,386.34694399,386.34694399,n00000246,Time Series Econometrics and Diagnostic Testing,1,0.909648,0,,
10418,Computer science,91,50,0,383.90422696,383.90422696,n00000196,Evaluative Statement Veracity Assessment,1,0.540063,0,,
10419,Computer science,112,62,0,404.56538528,404.56538528,n00000196,Evaluative Statement Veracity Assessment,1,0.999838,0,,
10423,Computer science,138,77,0,391.96058638,391.96058638,n00000245,Statistical Inference and Probability Theory,1,0.997075,0,1,
10435,Computer science,117,65,0,383.01753964,383.01753964,n00000130,Information Theory and Digital Encoding Fundamentals,1,0.908130,0,,
10439,Computer science,113,63,0,382.45177281,382.45177281,n00000129,Foundational Programming and Computer Systems Principles,1,0.999755,0,,
10440,Computer science,151,84,0,380.60049751,380.60049751,n00000129,Foundational Programming and Computer Systems Principles,1,0.759084,0,,
10441,Computer science,144,80,0,371.75013657,371.75013657,n00000129,Foundational Programming and Computer Systems Principles,1,0.998287,0,,
10443,Computer science,112,62,0,378.47026328,378.47026328,n00000241,Numerical Ordering and Estimation Techniques,1,0.576860,0,,
10447,Computer science,96,52,0,386.68045641,386.68045641,n00000130,Information Theory and Digital Encoding Fundamentals,1,0.991162,0,,
10452,Computer science,133,74,0,399.50750671,399.50750671,n00000196,Evaluative Statement Veracity Assessment,1,0.993933,0,,
10455,Computer science,96,54,0,406.63262803,406.63262803,n00000196,Evaluative Statement Veracity Assessment,1,0.988207,0,,
10457,Computer science,133,74,0,377.40519538,377.40519538,n00000129,Foundational Programming and Computer Systems Principles,1,0.935619,0,,
10459,Computer science,144,80,0,381.38151747,381.38151747,n00000129,Foundational Programming and Computer Systems Principles,1,0.963032,0,,
10461,Computer science,107,60,0,385.89920550,385.89920550,n00000129,Foundational Programming and Computer Systems Principles,1,0.994906,0,,
10462,Computer science,133,74,0,386.81925938,386.81925938,n00000159,Extremal and Enumerative Combinatorics in Graphs and Numbers,1,0.998427,0,,
10466,Computer science,144,80,0,380.02276520,380.02276520,n00000129,Foundational Programming and Computer Systems Principles,1,0.998627,0,,
10467,Computer science,151,84,0,381.46963404,381.46963404,n00000129,Foundational Programming and Computer Systems Principles,1,0.999953,0,,
10484,Computer science,146,81,1,375.72422572,375.72422572,n00000130,Information Theory and Digital Encoding Fundamentals,1,0.984238,0,,
10487,Computer science,99,54,0,404.19654048,404.19654048,n00000196,Evaluative Statement Veracity Assessment,1,0.999923,0,,
10490,Computer science,123,68,0,403.93650227,403.93650227,n00000196,Evaluative Statement Veracity Assessment,1,0.999952,0,,
10493,Computer science,138,77,0,398.24089076,398.24089076,n00000196,Evaluative Statement Veracity Assessment,1,0.631334,0,1,
10495,Computer science,138,77,0,384.15059858,384.15059858,n00000129,Foundational Programming and Computer Systems Principles,1,0.892840,0,,
10497,Computer science,128,71,0,378.47554599,378.47554599,n00000130,Information Theory and Digital Encoding Fundamentals,1,0.787708,0,,
10498,Computer science,117,65,0,380.83391226,380.83391226,n00000159,Extremal and Enumerative Combinatorics in Graphs and Numbers,1,0.978147,0,,
10505,Computer science,136,75,0,374.62015378,374.62015378,n00000238,Advanced Transform and Series Analysis,1,0.857782,0,,
10515,Computer science,125,69,0,387.63152871,387.63152871,n00000130,Information Theory and Digital Encoding Fundamentals,1,0.952374,0,,
10518,Computer science,146,81,0,378.42728094,378.42728094,n00000129,Foundational Programming and Computer Systems Principles,1,0.975271,0,,
10520,Computer science,125,70,0,384.71762526,384.71762526,n00000129,Foundational Programming and Computer Systems Principles,1,0.999957,0,,
10524,Computer science,125,69,0,386.97880861,386.97880861,n00000245,Statistical Inference and Probability Theory,1,0.498341,0,1,
10526,Computer science,144,80,0,401.42874925,401.42874925,n00000196,Evaluative Statement Veracity Assessment,1,0.999934,0,,
10531,Computer science,121,67,0,382.46751290,382.46751290,n00000129,Foundational Programming and Computer Systems Principles,1,0.983527,0,,
10538,Computer science,104,57,1,384.74765382,384.74764988,n00000130,Information Theory and Digital Encoding Fundamentals,1,0.997542,0,,
10544,Computer science,151,84,0,373.57445954,373.57445954,n00000154,Finite Group and Ring Theory Properties,1,0.701658,0,,
10547,Computer science,140,78,0,391.48018105,391.48018105,n00000196,Evaluative Statement Veracity Assessment,1,0.540519,0,,
10558,Computer science,106,59,0,406.13576158,406.13576158,n00000196,Evaluative Statement Veracity Assessment,1,0.999845,0,,
10559,Computer science,133,74,0,399.33612352,399.33612352,n00000196,Evaluative Statement Veracity Assessment,1,0.999303,0,,
10560,Computer science,109,61,0,400.03305513,400.03305513,n00000196,Evaluative Statement Veracity Assessment,1,0.999946,0,,
10561,Computer science,144,80,0,394.58768653,394.58768653,n00000196,Evaluative Statement Veracity Assessment,1,0.466323,0,1,
10562,Computer science,151,84,0,370.19443398,370.19443398,n00000196,Evaluative Statement Veracity Assessment,1,0.709524,0,,
10563,Computer science,151,84,0,374.60650644,374.60650644,n00000129,Foundational Programming and Computer Systems Principles,1,0.947720,0,,
10564,Computer science,109,61,0,381.59579358,381.59579358,n00000180,International Security and Legal Theory Frameworks,1,0.910718,0,,
10568,Computer science,128,71,0,383.10534339,383.10534339,n00000129,Foundational Programming and Computer Systems Principles,1,0.663730,0,,
10580,Computer science,144,80,0,385.00489502,385.00489502,n00000129,Foundational Programming and Computer Systems Principles,1,0.999165,0,,
10581,Computer science,128,71,0,384.45558826,384.45558826,n00000155,Applied Algebraic and Analytic Computations,1,0.415829,0,,
10583,Computer science,145,81,0,386.83468502,386.83468502,n00000129,Foundational Programming and Computer Systems Principles,1,0.626646,0,,
10585,Computer science,144,80,0,397.56228212,397.56228212,n00000232,Applied Business Percentage Calculations,1,0.936825,0,,
10587,Computer science,144,80,0,382.09411731,382.09411731,n00000129,Foundational Programming and Computer Systems Principles,1,0.994157,0,,
10592,Computer science,146,81,0,369.53608465,369.53608465,n00000193,Transmission Line and Wave Propagation Analysis,1,0.763679,0,,
10595,Computer science,134,74,1,373.65390170,373.65390170,n00000187,Age-Related Health Determinants and Epidemiology,1,0.803484,0,,
10603,Computer science,96,54,0,407.50347016,407.50347016,n00000196,Evaluative Statement Veracity Assessment,1,0.999931,0,,
10607,Computer science,144,80,0,372.44153781,372.44153781,n00000130,Information Theory and Digital Encoding Fundamentals,1,0.896774,0,,
10610,Computer science,147,81,1,365.86057022,365.86057021,n00000193,Transmission Line and Wave Propagation Analysis,1,0.379633,0,1,
10616,Computer science,133,74,0,381.79296657,381.79296657,n00000129,Foundational Programming and Computer Systems Principles,1,0.934668,0,,
10622,Computer science,126,70,0,378.54533953,378.54533953,n00000129,Foundational Programming and Computer Systems Principles,1,0.984328,0,,
10623,Computer science,67,37,0,384.05056412,384.05056412,n00000159,Extremal and Enumerative Combinatorics in Graphs and Numbers,1,0.684837,0,,
10625,Computer science,132,74,0,377.72263497,377.72263497,n00000129,Foundational Programming and Computer Systems Principles,1,0.966688,0,,
10627,Computer science,140,78,0,390.78362037,390.78362037,n00000196,Evaluative Statement Veracity Assessment,1,0.537123,0,,
10630,Computer science,109,61,0,394.95155750,394.95155750,n00000196,Evaluative Statement Veracity Assessment,1,0.999981,0,,
10631,Computer science,138,77,0,400.61659787,400.61659787,n00000196,Evaluative Statement Veracity Assessment,1,0.999995,0,,
10633,Computer science,131,73,0,396.48743068,396.48743068,n00000196,Evaluative Statement Veracity Assessment,1,0.995466,0,,
10637,Computer science,144,80,0,372.50693306,372.50693306,n00000129,Foundational Programming and Computer Systems Principles,1,0.990486,0,,
10638,Computer science,125,70,0,390.75968525,390.75968525,n00000196,Evaluative Statement Veracity Assessment,1,0.875267,0,,
10642,Computer science,117,65,0,386.34442064,386.34442064,n00000159,Extremal and Enumerative Combinatorics in Graphs and Numbers,1,0.897111,0,,
10644,Computer science,136,75,1,381.72054085,381.72041554,n00000245,Statistical Inference and Probability Theory,1,0.736915,0,1,
10645,Computer science,139,77,0,380.00264807,380.00264807,n00000130,Information Theory and Digital Encoding Fundamentals,1,0.985346,0,,
10646,Computer science,128,71,0,386.59083603,386.59083603,n00000130,Information Theory and Digital Encoding Fundamentals,1,0.465574,0,1,
10651,Computer science,119,66,0,383.42896879,383.42896879,n00000130,Information Theory and Digital Encoding Fundamentals,1,0.999645,0,,
10653,Computer science,133,74,0,398.23747040,398.23747040,n00000196,Evaluative Statement Veracity Assessment,1,0.783809,0,,
10654,Computer science,144,80,0,377.32376713,377.32376713,n00000128,Algebraic Structure Properties and Isomorphisms,1,0.943000,0,,
10655,Computer science,115,63,0,391.81659829,391.81659829,n00000196,Evaluative Statement Veracity Assessment,1,0.601276,0,,
10656,Computer science,138,77,0,376.80067911,376.80067911,n00000129,Foundational Programming and Computer Systems Principles,1,0.943072,0,,
10659,Computer science,144,80,0,375.01457164,375.01457164,n00000130,Information Theory and Digital Encoding Fundamentals,1,0.722262,0,,
10660,Computer science,151,84,0,379.42659924,379.42659924,n00000130,Information Theory and Digital Encoding Fundamentals,1,0.648059,0,,
10663,Computer science,138,77,0,393.42916589,393.42916589,n00000245,Statistical Inference and Probability Theory,1,0.451837,0,1,
10672,Computer science,122,68,0,377.06416826,377.06416826,n00000242,Elementary Algebraic and Arithmetic Operations,1,0.349525,0,,1
10675,Computer science,133,74,0,389.30034496,389.30034496,n00000159,Extremal and Enumerative Combinatorics in Graphs and Numbers,1,0.997847,0,,
10678,Computer science,96,52,0,381.43604633,381.43604633,n00000155,Applied Algebraic and Analytic Computations,1,0.994646,0,,
10681,Computer science,151,84,0,377.27558069,377.27558069,n00000130,Information Theory and Digital Encoding Fundamentals,1,0.782924,0,,
10685,Computer science,117,65,0,398.32599694,398.32599694,n00000196,Evaluative Statement Veracity Assessment,1,0.738249,0,,
10686,Computer science,151,84,0,379.30609431,379.30609431,n00000181,Comparative Economic Systems and Critiques,1,0.580795,0,,
10689,Computer science,151,84,0,381.61766839,381.61766839,n00000129,Foundational Programming and Computer Systems Principles,1,0.773463,0,,
