iter,type,site_id,site_label,dJ,SE_dJ,z,dV,decision,reason,n_site
-1,GROW,n00000089,Emergent Concept #74,,,,,NO_PROPOSAL,"not_routing_sustainable(min_child=17,floor=30,k=2)",96
-1,GROW,n00000091,Emergent Concept #76,,,,,NO_PROPOSAL,"not_routing_sustainable(min_child=12,floor=30,k=2)",103
-1,GROW,n00000090,Emergent Concept #75,,,,,NO_PROPOSAL,"not_routing_sustainable(min_child=26,floor=30,k=2)",90
-1,GROW,n00000094,Emergent Concept #79,,,,,NO_PROPOSAL,"not_routing_sustainable(min_child=11,floor=30,k=2)",102
-1,GROW,n00000100,Emergent Concept #85,,,,,NO_PROPOSAL,"not_routing_sustainable(min_child=28,floor=30,k=2)",98
6,GROW,n00000154,Emergent Concept #139,-0.000178697,0.000039620,-4.5103,2,REJECTED,j_regression,0
-1,GROW,n00000153,Emergent Concept #138,,,,,NO_PROPOSAL,"not_routing_sustainable(min_child=18,floor=30,k=2)",181
-1,GROW,n00000027,Emergent Concept #12,,,,,NO_PROPOSAL,"not_routing_sustainable(min_child=5,floor=30,k=3)",194
-1,GROW,n00000028,Emergent Concept #13,,,,,NO_PROPOSAL,"not_routing_sustainable(min_child=15,floor=30,k=2)",295
-1,GROW,n00000033,Emergent Concept #18,,,,,NO_PROPOSAL,"min_pair_sep_below_bar(sep=0.00265,bar=0.02500,k=3)",287
-1,GROW,n00000034,Emergent Concept #19,,,,,NO_PROPOSAL,"not_routing_sustainable(min_child=28,floor=30,k=2)",260
-1,GROW,n00000035,Emergent Concept #20,,,,,NO_PROPOSAL,"not_routing_sustainable(min_child=0,floor=30,k=3)",216
-1,GROW,n00000037,Emergent Concept #22,,,,,NO_PROPOSAL,"min_pair_sep_below_bar(sep=0.01900,bar=0.02500,k=2)",134
-1,GROW,n00000040,Emergent Concept #25,,,,,NO_PROPOSAL,"not_routing_sustainable(min_child=0,floor=30,k=2)",365
6,GROW,n00000042,Emergent Concept #27,-0.000762209,0.000339410,-2.2457,4,REJECTED,j_regression,0
-1,GROW,n00000043,Emergent Concept #28,,,,,NO_PROPOSAL,"not_routing_sustainable(min_child=0,floor=30,k=3)",261
-1,GROW,n00000044,Emergent Concept #29,,,,,NO_PROPOSAL,"not_routing_sustainable(min_child=0,floor=30,k=2)",201
-1,GROW,n00000046,Emergent Concept #31,,,,,NO_PROPOSAL,"min_pair_sep_below_bar(sep=0.02074,bar=0.02500,k=2)",239
-1,GROW,n00000105,Emergent Concept #90,,,,,NO_PROPOSAL,"not_routing_sustainable(min_child=8,floor=30,k=2)",292
-1,GROW,n00000103,Emergent Concept #88,,,,,NO_PROPOSAL,"not_routing_sustainable(min_child=11,floor=30,k=2)",208
-1,GROW,n00000104,Emergent Concept #89,,,,,NO_PROPOSAL,"not_routing_sustainable(min_child=3,floor=30,k=2)",135
-1,GROW,n00000053,Emergent Concept #38,,,,,NO_PROPOSAL,"not_routing_sustainable(min_child=11,floor=30,k=2)",112
-1,GROW,n00000054,Emergent Concept #39,,,,,NO_PROPOSAL,"not_routing_sustainable(min_child=0,floor=30,k=2)",241
-1,GROW,n00000014,Philosophy,,,,,NO_PROPOSAL,"min_pair_sep_below_bar(sep=0.02077,bar=0.02500,k=2)",406
6,SHRINK,n00000011,Math,-0.000016874,0.000030648,-0.5506,-1,REJECTED,j_regression,0
6,SHRINK,n00000022,Emergent Concept #7,-0.002147595,0.000163388,-13.1441,-1,REJECTED,j_regression,0
6,SHRINK,n00000004,Psychology,-0.028331467,0.001948105,-14.5431,-1,REJECTED,j_regression,20
6,SHRINK,n00000045,Emergent Concept #30,-0.000045110,0.000057051,-0.7907,-1,REJECTED,j_regression,0
6,SHRINK,n00000001,MMLU_PRO,-0.002147595,0.000163388,-13.1441,-1,REJECTED,j_regression,0
-1,GROW,n00000109,Emergent Concept #94,,,,,NO_PROPOSAL,"not_routing_sustainable(min_child=10,floor=30,k=2)",80
-1,GROW,n00000160,Emergent Concept #145,,,,,NO_PROPOSAL,"not_routing_sustainable(min_child=21,floor=30,k=3)",111
-1,GROW,n00000159,Emergent Concept #144,,,,,NO_PROPOSAL,"not_routing_sustainable(min_child=1,floor=30,k=2)",108
-1,GROW,n00000110,Emergent Concept #95,,,,,NO_PROPOSAL,"not_routing_sustainable(min_child=0,floor=30,k=2)",72
-1,GROW,n00000111,Emergent Concept #96,,,,,NO_PROPOSAL,"not_routing_sustainable(min_child=21,floor=30,k=2)",107
-1,GROW,n00000164,Emergent Concept #149,,,,,NO_PROPOSAL,"not_routing_sustainable(min_child=5,floor=30,k=2)",90
-1,GROW,n00000141,Emergent Concept #126,,,,,NO_PROPOSAL,"not_routing_sustainable(min_child=12,floor=30,k=2)",84
-1,GROW,n00000064,Emergent Concept #49,,,,,NO_PROPOSAL,"not_routing_sustainable(min_child=5,floor=30,k=3)",146
-1,GROW,n00000065,Emergent Concept #50,,,,,NO_PROPOSAL,"not_routing_sustainable(min_child=0,floor=30,k=3)",211
-1,GROW,n00000066,Emergent Concept #51,,,,,NO_PROPOSAL,"not_routing_sustainable(min_child=18,floor=30,k=2)",93
7,GROW,n00000070,Emergent Concept #55,-0.000007800,0.000027724,-0.2813,2,REJECTED,j_regression,0
-1,GROW,n00000073,Emergent Concept #58,,,,,NO_PROPOSAL,"not_routing_sustainable(min_child=6,floor=30,k=2)",82
-1,GROW,n00000074,Emergent Concept #59,,,,,NO_PROPOSAL,"not_routing_sustainable(min_child=14,floor=30,k=2)",80
7,GROW,n00000172,Emergent Concept #157,-0.000131395,0.000030713,-4.2781,2,REJECTED,j_regression,0
-1,GROW,n00000173,Emergent Concept #158,,,,,NO_PROPOSAL,"not_routing_sustainable(min_child=0,floor=30,k=2)",101
-1,GROW,n00000171,Emergent Concept #156,,,,,NO_PROPOSAL,"not_routing_sustainable(min_child=27,floor=30,k=2)",75
-1,GROW,n00000082,Emergent Concept #67,,,,,NO_PROPOSAL,"not_routing_sustainable(min_child=6,floor=30,k=2)",91
-1,GROW,n00000083,Emergent Concept #68,,,,,NO_PROPOSAL,"not_routing_sustainable(min_child=17,floor=30,k=2)",73
7,GROW,n00000147,Emergent Concept #132,-0.000228633,0.000035306,-6.4758,2,REJECTED,j_regression,0
-1,GROW,n00000148,Emergent Concept #133,,,,,NO_PROPOSAL,"not_routing_sustainable(min_child=0,floor=30,k=2)",127
-1,GROW,n00000089,Emergent Concept #74,,,,,NO_PROPOSAL,"not_routing_sustainable(min_child=17,floor=30,k=2)",96
-1,GROW,n00000091,Emergent Concept #76,,,,,NO_PROPOSAL,"not_routing_sustainable(min_child=12,floor=30,k=2)",103
-1,GROW,n00000090,Emergent Concept #75,,,,,NO_PROPOSAL,"not_routing_sustainable(min_child=26,floor=30,k=2)",90
-1,GROW,n00000094,Emergent Concept #79,,,,,NO_PROPOSAL,"not_routing_sustainable(min_child=11,floor=30,k=2)",102
-1,GROW,n00000100,Emergent Concept #85,,,,,NO_PROPOSAL,"not_routing_sustainable(min_child=28,floor=30,k=2)",98
7,GROW,n00000154,Emergent Concept #139,-0.000178697,0.000035856,-4.9838,2,REJECTED,j_regression,0
-1,GROW,n00000153,Emergent Concept #138,,,,,NO_PROPOSAL,"not_routing_sustainable(min_child=18,floor=30,k=2)",181
-1,GROW,n00000027,Emergent Concept #12,,,,,NO_PROPOSAL,"not_routing_sustainable(min_child=5,floor=30,k=3)",194
-1,GROW,n00000028,Emergent Concept #13,,,,,NO_PROPOSAL,"not_routing_sustainable(min_child=15,floor=30,k=2)",295
-1,GROW,n00000033,Emergent Concept #18,,,,,NO_PROPOSAL,"min_pair_sep_below_bar(sep=0.00265,bar=0.02500,k=3)",287
-1,GROW,n00000034,Emergent Concept #19,,,,,NO_PROPOSAL,"not_routing_sustainable(min_child=28,floor=30,k=2)",260
-1,GROW,n00000035,Emergent Concept #20,,,,,NO_PROPOSAL,"not_routing_sustainable(min_child=0,floor=30,k=3)",216
-1,GROW,n00000037,Emergent Concept #22,,,,,NO_PROPOSAL,"min_pair_sep_below_bar(sep=0.01900,bar=0.02500,k=2)",134
-1,GROW,n00000040,Emergent Concept #25,,,,,NO_PROPOSAL,"not_routing_sustainable(min_child=0,floor=30,k=2)",365
7,GROW,n00000042,Emergent Concept #27,-0.000762209,0.000342354,-2.2264,4,REJECTED,j_regression,0
-1,GROW,n00000043,Emergent Concept #28,,,,,NO_PROPOSAL,"not_routing_sustainable(min_child=0,floor=30,k=3)",261
-1,GROW,n00000044,Emergent Concept #29,,,,,NO_PROPOSAL,"not_routing_sustainable(min_child=0,floor=30,k=2)",201
-1,GROW,n00000046,Emergent Concept #31,,,,,NO_PROPOSAL,"min_pair_sep_below_bar(sep=0.02074,bar=0.02500,k=2)",239
-1,GROW,n00000105,Emergent Concept #90,,,,,NO_PROPOSAL,"not_routing_sustainable(min_child=8,floor=30,k=2)",292
-1,GROW,n00000103,Emergent Concept #88,,,,,NO_PROPOSAL,"not_routing_sustainable(min_child=11,floor=30,k=2)",208
-1,GROW,n00000104,Emergent Concept #89,,,,,NO_PROPOSAL,"not_routing_sustainable(min_child=3,floor=30,k=2)",135
-1,GROW,n00000053,Emergent Concept #38,,,,,NO_PROPOSAL,"not_routing_sustainable(min_child=11,floor=30,k=2)",112
-1,GROW,n00000054,Emergent Concept #39,,,,,NO_PROPOSAL,"not_routing_sustainable(min_child=0,floor=30,k=2)",241
-1,GROW,n00000014,Philosophy,,,,,NO_PROPOSAL,"min_pair_sep_below_bar(sep=0.02077,bar=0.02500,k=2)",406
7,SHRINK,n00000011,Math,-0.000016874,0.000028771,-0.5865,-1,REJECTED,j_regression,0
7,SHRINK,n00000022,Emergent Concept #7,-0.002147595,0.000174477,-12.3088,-1,REJECTED,j_regression,0
7,SHRINK,n00000004,Psychology,-0.028331467,0.001964099,-14.4247,-1,REJECTED,j_regression,20
7,SHRINK,n00000045,Emergent Concept #30,-0.000045110,0.000054969,-0.8206,-1,REJECTED,j_regression,0
7,SHRINK,n00000001,MMLU_PRO,-0.002147595,0.000174477,-12.3088,-1,REJECTED,j_regression,0
-1,GROW,n00000109,Emergent Concept #94,,,,,NO_PROPOSAL,"not_routing_sustainable(min_child=10,floor=30,k=2)",80
-1,GROW,n00000160,Emergent Concept #145,,,,,NO_PROPOSAL,"not_routing_sustainable(min_child=21,floor=30,k=3)",111
-1,GROW,n00000159,Emergent Concept #144,,,,,NO_PROPOSAL,"not_routing_sustainable(min_child=1,floor=30,k=2)",108
-1,GROW,n00000110,Emergent Concept #95,,,,,NO_PROPOSAL,"not_routing_sustainable(min_child=0,floor=30,k=2)",72
-1,GROW,n00000111,Emergent Concept #96,,,,,NO_PROPOSAL,"not_routing_sustainable(min_child=21,floor=30,k=2)",107
-1,GROW,n00000164,Emergent Concept #149,,,,,NO_PROPOSAL,"not_routing_sustainable(min_child=5,floor=30,k=2)",90
-1,GROW,n00000141,Emergent Concept #126,,,,,NO_PROPOSAL,"not_routing_sustainable(min_child=12,floor=30,k=2)",84
-1,GROW,n00000064,Emergent Concept #49,,,,,NO_PROPOSAL,"not_routing_sustainable(min_child=5,floor=30,k=3)",146
-1,GROW,n00000065,Emergent Concept #50,,,,,NO_PROPOSAL,"not_routing_sustainable(min_child=0,floor=30,k=3)",211
-1,GROW,n00000066,Emergent Concept #51,,,,,NO_PROPOSAL,"not_routing_sustainable(min_child=18,floor=30,k=2)",93
8,GROW,n00000070,Emergent Concept #55,-0.000007800,0.000024687,-0.3159,2,REJECTED,j_regression,0
-1,GROW,n00000073,Emergent Concept #58,,,,,NO_PROPOSAL,"not_routing_sustainable(min_child=6,floor=30,k=2)",82
-1,GROW,n00000074,Emergent Concept #59,,,,,NO_PROPOSAL,"not_routing_sustainable(min_child=14,floor=30,k=2)",80
8,GROW,n00000172,Emergent Concept #157,-0.000131395,0.000035910,-3.6590,2,REJECTED,j_regression,0
-1,GROW,n00000173,Emergent Concept #158,,,,,NO_PROPOSAL,"not_routing_sustainable(min_child=0,floor=30,k=2)",101
-1,GROW,n00000171,Emergent Concept #156,,,,,NO_PROPOSAL,"not_routing_sustainable(min_child=27,floor=30,k=2)",75
-1,GROW,n00000082,Emergent Concept #67,,,,,NO_PROPOSAL,"not_routing_sustainable(min_child=6,floor=30,k=2)",91
-1,GROW,n00000083,Emergent Concept #68,,,,,NO_PROPOSAL,"not_routing_sustainable(min_child=17,floor=30,k=2)",73
8,GROW,n00000147,Emergent Concept #132,-0.000228633,0.000039573,-5.7775,2,REJECTED,j_regression,0
-1,GROW,n00000148,Emergent Concept #133,,,,,NO_PROPOSAL,"not_routing_sustainable(min_child=0,floor=30,k=2)",127
-1,GROW,n00000089,Emergent Concept #74,,,,,NO_PROPOSAL,"not_routing_sustainable(min_child=17,floor=30,k=2)",96
-1,GROW,n00000091,Emergent Concept #76,,,,,NO_PROPOSAL,"not_routing_sustainable(min_child=12,floor=30,k=2)",103
-1,GROW,n00000090,Emergent Concept #75,,,,,NO_PROPOSAL,"not_routing_sustainable(min_child=26,floor=30,k=2)",90
-1,GROW,n00000094,Emergent Concept #79,,,,,NO_PROPOSAL,"not_routing_sustainable(min_child=11,floor=30,k=2)",102
-1,GROW,n00000100,Emergent Concept #85,,,,,NO_PROPOSAL,"not_routing_sustainable(min_child=28,floor=30,k=2)",98
8,GROW,n00000154,Emergent Concept #139,-0.000178697,0.000039230,-4.5551,2,REJECTED,j_regression,0
-1,GROW,n00000153,Emergent Concept #138,,,,,NO_PROPOSAL,"not_routing_sustainable(min_child=18,floor=30,k=2)",181
-1,GROW,n00000027,Emergent Concept #12,,,,,NO_PROPOSAL,"not_routing_sustainable(min_child=5,floor=30,k=3)",194
-1,GROW,n00000028,Emergent Concept #13,,,,,NO_PROPOSAL,"not_routing_sustainable(min_child=15,floor=30,k=2)",295
-1,GROW,n00000033,Emergent Concept #18,,,,,NO_PROPOSAL,"min_pair_sep_below_bar(sep=0.00265,bar=0.02500,k=3)",287
-1,GROW,n00000034,Emergent Concept #19,,,,,NO_PROPOSAL,"not_routing_sustainable(min_child=28,floor=30,k=2)",260
-1,GROW,n00000035,Emergent Concept #20,,,,,NO_PROPOSAL,"not_routing_sustainable(min_child=0,floor=30,k=3)",216
-1,GROW,n00000037,Emergent Concept #22,,,,,NO_PROPOSAL,"min_pair_sep_below_bar(sep=0.01900,bar=0.02500,k=2)",134
-1,GROW,n00000040,Emergent Concept #25,,,,,NO_PROPOSAL,"not_routing_sustainable(min_child=0,floor=30,k=2)",365
8,GROW,n00000042,Emergent Concept #27,-0.000762209,0.000384187,-1.9840,4,REJECTED,j_regression,0
-1,GROW,n00000043,Emergent Concept #28,,,,,NO_PROPOSAL,"not_routing_sustainable(min_child=0,floor=30,k=3)",261
-1,GROW,n00000044,Emergent Concept #29,,,,,NO_PROPOSAL,"not_routing_sustainable(min_child=0,floor=30,k=2)",201
-1,GROW,n00000046,Emergent Concept #31,,,,,NO_PROPOSAL,"min_pair_sep_below_bar(sep=0.02074,bar=0.02500,k=2)",239
-1,GROW,n00000105,Emergent Concept #90,,,,,NO_PROPOSAL,"not_routing_sustainable(min_child=8,floor=30,k=2)",292
-1,GROW,n00000103,Emergent Concept #88,,,,,NO_PROPOSAL,"not_routing_sustainable(min_child=11,floor=30,k=2)",208
-1,GROW,n00000104,Emergent Concept #89,,,,,NO_PROPOSAL,"not_routing_sustainable(min_child=3,floor=30,k=2)",135
-1,GROW,n00000053,Emergent Concept #38,,,,,NO_PROPOSAL,"not_routing_sustainable(min_child=11,floor=30,k=2)",112
-1,GROW,n00000054,Emergent Concept #39,,,,,NO_PROPOSAL,"not_routing_sustainable(min_child=0,floor=30,k=2)",241
-1,GROW,n00000014,Philosophy,,,,,NO_PROPOSAL,"min_pair_sep_below_bar(sep=0.02077,bar=0.02500,k=2)",406
8,SHRINK,n00000011,Math,-0.000016874,0.000031388,-0.5376,-1,REJECTED,j_regression,0
8,SHRINK,n00000022,Emergent Concept #7,-0.002147595,0.000161019,-13.3375,-1,REJECTED,j_regression,0
8,SHRINK,n00000004,Psychology,-0.028331467,0.001918521,-14.7673,-1,REJECTED,j_regression,20
8,SHRINK,n00000045,Emergent Concept #30,-0.000045110,0.000057148,-0.7894,-1,REJECTED,j_regression,0
8,SHRINK,n00000001,MMLU_PRO,-0.002147595,0.000161019,-13.3375,-1,REJECTED,j_regression,0
-1,GROW,n00000109,Emergent Concept #94,,,,,NO_PROPOSAL,"not_routing_sustainable(min_child=10,floor=30,k=2)",80
-1,GROW,n00000160,Emergent Concept #145,,,,,NO_PROPOSAL,"not_routing_sustainable(min_child=21,floor=30,k=3)",111
-1,GROW,n00000159,Emergent Concept #144,,,,,NO_PROPOSAL,"not_routing_sustainable(min_child=1,floor=30,k=2)",108
-1,GROW,n00000110,Emergent Concept #95,,,,,NO_PROPOSAL,"not_routing_sustainable(min_child=0,floor=30,k=2)",72
-1,GROW,n00000111,Emergent Concept #96,,,,,NO_PROPOSAL,"not_routing_sustainable(min_child=21,floor=30,k=2)",107
-1,GROW,n00000164,Emergent Concept #149,,,,,NO_PROPOSAL,"not_routing_sustainable(min_child=5,floor=30,k=2)",90
-1,GROW,n00000141,Emergent Concept #126,,,,,NO_PROPOSAL,"not_routing_sustainable(min_child=12,floor=30,k=2)",84
-1,GROW,n00000064,Emergent Concept #49,,,,,NO_PROPOSAL,"not_routing_sustainable(min_child=5,floor=30,k=3)",146
-1,GROW,n00000065,Emergent Concept #50,,,,,NO_PROPOSAL,"not_routing_sustainable(min_child=0,floor=30,k=3)",211
-1,GROW,n00000066,Emergent Concept #51,,,,,NO_PROPOSAL,"not_routing_sustainable(min_child=18,floor=30,k=2)",93
9,GROW,n00000070,Emergent Concept #55,-0.000007800,0.000025554,-0.3052,2,REJECTED,j_regression,0
-1,GROW,n00000073,Emergent Concept #58,,,,,NO_PROPOSAL,"not_routing_sustainable(min_child=6,floor=30,k=2)",82
-1,GROW,n00000074,Emergent Concept #59,,,,,NO_PROPOSAL,"not_routing_sustainable(min_child=14,floor=30,k=2)",80
9,GROW,n00000172,Emergent Concept #157,-0.000131395,0.000033629,-3.9073,2,REJECTED,j_regression,0
-1,GROW,n00000173,Emergent Concept #158,,,,,NO_PROPOSAL,"not_routing_sustainable(min_child=0,floor=30,k=2)",101
-1,GROW,n00000171,Emergent Concept #156,,,,,NO_PROPOSAL,"not_routing_sustainable(min_child=27,floor=30,k=2)",75
-1,GROW,n00000082,Emergent Concept #67,,,,,NO_PROPOSAL,"not_routing_sustainable(min_child=6,floor=30,k=2)",91
-1,GROW,n00000083,Emergent Concept #68,,,,,NO_PROPOSAL,"not_routing_sustainable(min_child=17,floor=30,k=2)",73
9,GROW,n00000147,Emergent Concept #132,-0.000228633,0.000038016,-6.0142,2,REJECTED,j_regression,0
-1,GROW,n00000148,Emergent Concept #133,,,,,NO_PROPOSAL,"not_routing_sustainable(min_child=0,floor=30,k=2)",127
-1,GROW,n00000089,Emergent Concept #74,,,,,NO_PROPOSAL,"not_routing_sustainable(min_child=17,floor=30,k=2)",96
-1,GROW,n00000091,Emergent Concept #76,,,,,NO_PROPOSAL,"not_routing_sustainable(min_child=12,floor=30,k=2)",103
-1,GROW,n00000090,Emergent Concept #75,,,,,NO_PROPOSAL,"not_routing_sustainable(min_child=26,floor=30,k=2)",90
-1,GROW,n00000094,Emergent Concept #79,,,,,NO_PROPOSAL,"not_routing_sustainable(min_child=11,floor=30,k=2)",102
-1,GROW,n00000100,Emergent Concept #85,,,,,NO_PROPOSAL,"not_routing_sustainable(min_child=28,floor=30,k=2)",98
9,GROW,n00000154,Emergent Concept #139,-0.000178697,0.000036491,-4.8970,2,REJECTED,j_regression,0
-1,GROW,n00000153,Emergent Concept #138,,,,,NO_PROPOSAL,"not_routing_sustainable(min_child=18,floor=30,k=2)",181
-1,GROW,n00000027,Emergent Concept #12,,,,,NO_PROPOSAL,"not_routing_sustainable(min_child=5,floor=30,k=3)",194
-1,GROW,n00000028,Emergent Concept #13,,,,,NO_PROPOSAL,"not_routing_sustainable(min_child=15,floor=30,k=2)",295
-1,GROW,n00000033,Emergent Concept #18,,,,,NO_PROPOSAL,"min_pair_sep_below_bar(sep=0.00265,bar=0.02500,k=3)",287
-1,GROW,n00000034,Emergent Concept #19,,,,,NO_PROPOSAL,"not_routing_sustainable(min_child=28,floor=30,k=2)",260
-1,GROW,n00000035,Emergent Concept #20,,,,,NO_PROPOSAL,"not_routing_sustainable(min_child=0,floor=30,k=3)",216
-1,GROW,n00000037,Emergent Concept #22,,,,,NO_PROPOSAL,"min_pair_sep_below_bar(sep=0.01900,bar=0.02500,k=2)",134
-1,GROW,n00000040,Emergent Concept #25,,,,,NO_PROPOSAL,"not_routing_sustainable(min_child=0,floor=30,k=2)",365
9,GROW,n00000042,Emergent Concept #27,-0.000762209,0.000362502,-2.1026,4,REJECTED,j_regression,0
-1,GROW,n00000043,Emergent Concept #28,,,,,NO_PROPOSAL,"not_routing_sustainable(min_child=0,floor=30,k=3)",261
-1,GROW,n00000044,Emergent Concept #29,,,,,NO_PROPOSAL,"not_routing_sustainable(min_child=0,floor=30,k=2)",201
-1,GROW,n00000046,Emergent Concept #31,,,,,NO_PROPOSAL,"min_pair_sep_below_bar(sep=0.02074,bar=0.02500,k=2)",239
-1,GROW,n00000105,Emergent Concept #90,,,,,NO_PROPOSAL,"not_routing_sustainable(min_child=8,floor=30,k=2)",292
-1,GROW,n00000103,Emergent Concept #88,,,,,NO_PROPOSAL,"not_routing_sustainable(min_child=11,floor=30,k=2)",208
-1,GROW,n00000104,Emergent Concept #89,,,,,NO_PROPOSAL,"not_routing_sustainable(min_child=3,floor=30,k=2)",135
-1,GROW,n00000053,Emergent Concept #38,,,,,NO_PROPOSAL,"not_routing_sustainable(min_child=11,floor=30,k=2)",112
-1,GROW,n00000054,Emergent Concept #39,,,,,NO_PROPOSAL,"not_routing_sustainable(min_child=0,floor=30,k=2)",241
-1,GROW,n00000014,Philosophy,,,,,NO_PROPOSAL,"min_pair_sep_below_bar(sep=0.02077,bar=0.02500,k=2)",406
9,SHRINK,n00000011,Math,-0.000016874,0.000033995,-0.4964,-1,REJECTED,j_regression,0
9,SHRINK,n00000022,Emergent Concept #7,-0.002147595,0.000167916,-12.7897,-1,REJECTED,j_regression,0
9,SHRINK,n00000004,Psychology,-0.028331467,0.001886373,-15.0190,-1,REJECTED,j_regression,20
9,SHRINK,n00000045,Emergent Concept #30,-0.000045110,0.000060091,-0.7507,-1,REJECTED,j_regression,0
9,SHRINK,n00000001,MMLU_PRO,-0.002147595,0.000167916,-12.7897,-1,REJECTED,j_regression,0
-1,GROW,n00000109,Emergent Concept #94,,,,,NO_PROPOSAL,"not_routing_sustainable(min_child=10,floor=30,k=2)",80
-1,GROW,n00000160,Emergent Concept #145,,,,,NO_PROPOSAL,"not_routing_sustainable(min_child=21,floor=30,k=3)",111
-1,GROW,n00000159,Emergent Concept #144,,,,,NO_PROPOSAL,"not_routing_sustainable(min_child=1,floor=30,k=2)",108
-1,GROW,n00000110,Emergent Concept #95,,,,,NO_PROPOSAL,"not_routing_sustainable(min_child=0,floor=30,k=2)",72
-1,GROW,n00000111,Emergent Concept #96,,,,,NO_PROPOSAL,"not_routing_sustainable(min_child=21,floor=30,k=2)",107
-1,GROW,n00000164,Emergent Concept #149,,,,,NO_PROPOSAL,"not_routing_sustainable(min_child=5,floor=30,k=2)",90
-1,GROW,n00000141,Emergent Concept #126,,,,,NO_PROPOSAL,"not_routing_sustainable(min_child=12,floor=30,k=2)",84
-1,GROW,n00000064,Emergent Concept #49,,,,,NO_PROPOSAL,"not_routing_sustainable(min_child=5,floor=30,k=3)",146
-1,GROW,n00000065,Emergent Concept #50,,,,,NO_PROPOSAL,"not_routing_sustainable(min_child=0,floor=30,k=3)",211
-1,GROW,n00000066,Emergent Concept #51,,,,,NO_PROPOSAL,"not_routing_sustainable(min_child=18,floor=30,k=2)",93
10,GROW,n00000070,Emergent Concept #55,-0.000007800,0.000027470,-0.2839,2,REJECTED,j_regression,0
-1,GROW,n00000073,Emergent Concept #58,,,,,NO_PROPOSAL,"not_routing_sustainable(min_child=6,floor=30,k=2)",82
-1,GROW,n00000074,Emergent Concept #59,,,,,NO_PROPOSAL,"not_routing_sustainable(min_child=14,floor=30,k=2)",80
10,GROW,n00000172,Emergent Concept #157,-0.000131395,0.000033775,-3.8903,2,REJECTED,j_regression,0
-1,GROW,n00000173,Emergent Concept #158,,,,,NO_PROPOSAL,"not_routing_sustainable(min_child=0,floor=30,k=2)",101
-1,GROW,n00000171,Emergent Concept #156,,,,,NO_PROPOSAL,"not_routing_sustainable(min_child=27,floor=30,k=2)",75
-1,GROW,n00000082,Emergent Concept #67,,,,,NO_PROPOSAL,"not_routing_sustainable(min_child=6,floor=30,k=2)",91
-1,GROW,n00000083,Emergent Concept #68,,,,,NO_PROPOSAL,"not_routing_sustainable(min_child=17,floor=30,k=2)",73
10,GROW,n00000147,Emergent Concept #132,-0.000228633,0.000037843,-6.0416,2,REJECTED,j_regression,0
-1,GROW,n00000148,Emergent Concept #133,,,,,NO_PROPOSAL,"not_routing_sustainable(min_child=0,floor=30,k=2)",127
-1,GROW,n00000089,Emergent Concept #74,,,,,NO_PROPOSAL,"not_routing_sustainable(min_child=17,floor=30,k=2)",96
-1,GROW,n00000091,Emergent Concept #76,,,,,NO_PROPOSAL,"not_routing_sustainable(min_child=12,floor=30,k=2)",103
-1,GROW,n00000090,Emergent Concept #75,,,,,NO_PROPOSAL,"not_routing_sustainable(min_child=26,floor=30,k=2)",90
-1,GROW,n00000094,Emergent Concept #79,,,,,NO_PROPOSAL,"not_routing_sustainable(min_child=11,floor=30,k=2)",102
-1,GROW,n00000100,Emergent Concept #85,,,,,NO_PROPOSAL,"not_routing_sustainable(min_child=28,floor=30,k=2)",98
10,GROW,n00000154,Emergent Concept #139,-0.000178697,0.000036047,-4.9574,2,REJECTED,j_regression,0
-1,GROW,n00000153,Emergent Concept #138,,,,,NO_PROPOSAL,"not_routing_sustainable(min_child=18,floor=30,k=2)",181
-1,GROW,n00000027,Emergent Concept #12,,,,,NO_PROPOSAL,"not_routing_sustainable(min_child=5,floor=30,k=3)",194
-1,GROW,n00000028,Emergent Concept #13,,,,,NO_PROPOSAL,"not_routing_sustainable(min_child=15,floor=30,k=2)",295
-1,GROW,n00000033,Emergent Concept #18,,,,,NO_PROPOSAL,"min_pair_sep_below_bar(sep=0.00265,bar=0.02500,k=3)",287
-1,GROW,n00000034,Emergent Concept #19,,,,,NO_PROPOSAL,"not_routing_sustainable(min_child=28,floor=30,k=2)",260
-1,GROW,n00000035,Emergent Concept #20,,,,,NO_PROPOSAL,"not_routing_sustainable(min_child=0,floor=30,k=3)",216
-1,GROW,n00000037,Emergent Concept #22,,,,,NO_PROPOSAL,"min_pair_sep_below_bar(sep=0.01900,bar=0.02500,k=2)",134
-1,GROW,n00000040,Emergent Concept #25,,,,,NO_PROPOSAL,"not_routing_sustainable(min_child=0,floor=30,k=2)",365
10,GROW,n00000042,Emergent Concept #27,-0.000762209,0.000355076,-2.1466,4,REJECTED,j_regression,0
-1,GROW,n00000043,Emergent Concept #28,,,,,NO_PROPOSAL,"not_routing_sustainable(min_child=0,floor=30,k=3)",261
-1,GROW,n00000044,Emergent Concept #29,,,,,NO_PROPOSAL,"not_routing_sustainable(min_child=0,floor=30,k=2)",201
-1,GROW,n00000046,Emergent Concept #31,,,,,NO_PROPOSAL,"min_pair_sep_below_bar(sep=0.02074,bar=0.02500,k=2)",239
-1,GROW,n00000105,Emergent Concept #90,,,,,NO_PROPOSAL,"not_routing_sustainable(min_child=8,floor=30,k=2)",292
-1,GROW,n00000103,Emergent Concept #88,,,,,NO_PROPOSAL,"not_routing_sustainable(min_child=11,floor=30,k=2)",208
