question_id,category,leaf_id,leaf_label,weight,n_leaves
7549,"Economics",n00000080,"Foundational Microeconomic Principles and Models",0,000000,1
7580,"Economics",n00000080,"Foundational Microeconomic Principles and Models",0,000000,1
7486,"Economics",n00000080,"Foundational Microeconomic Principles and Models",-0,624081,2
7486,"Economics",n00000081,"Macroeconomic Growth and Fluctuation Theory",-0,767340,2
6953,"Economics",n00000082,"Market Mechanisms and Price Dynamics",0,000000,1
6879,"Economics",n00000080,"Foundational Microeconomic Principles and Models",0,000000,1
7082,"Economics",n00000082,"Market Mechanisms and Price Dynamics",0,000000,1
5424,"Other",n00000080,"Foundational Microeconomic Principles and Models",0,000000,1
5097,"Other",n00000055,"Econometric Modeling and Statistical Inference",-0,668565,2
5097,"Other",n00000009,"Health",-0,718349,2
10368,"Computer science",n00000057,"Machine Learning Theory and Model Evaluation",-0,333950,2
10368,"Computer science",n00000022,"Conceptual Exclusion and Security Dilemma Analysis",-1,259097,2
7219,"Economics",n00000022,"Conceptual Exclusion and Security Dilemma Analysis",0,000000,1
5456,"Other",n00000082,"Market Mechanisms and Price Dynamics",0,000000,1
5637,"Other",n00000024,"Empirical Social and Health Statistics Analysis",0,000000,1
5496,"Other",n00000022,"Conceptual Exclusion and Security Dilemma Analysis",0,000000,1
5478,"Other",n00000024,"Empirical Social and Health Statistics Analysis",-0,607828,2
5478,"Other",n00000036,"Psychological Assessment and Ethical Practices",-0,786431,2
5114,"Other",n00000024,"Empirical Social and Health Statistics Analysis",0,000000,1
5183,"Other",n00000036,"Psychological Assessment and Ethical Practices",0,000000,1
5316,"Other",n00000022,"Conceptual Exclusion and Security Dilemma Analysis",0,000000,1
5948,"Other",n00000022,"Conceptual Exclusion and Security Dilemma Analysis",0,000000,1
433,"Business",n00000024,"Empirical Social and Health Statistics Analysis",-0,638870,2
433,"Business",n00000022,"Conceptual Exclusion and Security Dilemma Analysis",-0,750540,2
573,"Business",n00000022,"Conceptual Exclusion and Security Dilemma Analysis",0,000000,1
363,"Business",n00000022,"Conceptual Exclusion and Security Dilemma Analysis",0,000000,1
758,"Business",n00000022,"Conceptual Exclusion and Security Dilemma Analysis",0,000000,1
10358,"Computer science",n00000022,"Conceptual Exclusion and Security Dilemma Analysis",0,000000,1
5224,"Other",n00000024,"Empirical Social and Health Statistics Analysis",0,000000,1
5755,"Other",n00000024,"Empirical Social and Health Statistics Analysis",0,000000,1
6000,"Other",n00000024,"Empirical Social and Health Statistics Analysis",0,000000,1
5678,"Other",n00000024,"Empirical Social and Health Statistics Analysis",0,000000,1
5531,"Other",n00000024,"Empirical Social and Health Statistics Analysis",0,000000,1
5306,"Other",n00000024,"Empirical Social and Health Statistics Analysis",0,000000,1
5161,"Other",n00000037,"Developmental and Behavioral Psychology Mechanisms",0,000000,1
5308,"Other",n00000024,"Empirical Social and Health Statistics Analysis",0,000000,1
2204,"Psychology",n00000067,"Formal Logic and Fallacy Analysis",-0,432798,2
2204,"Psychology",n00000024,"Empirical Social and Health Statistics Analysis",-1,046091,2
5365,"Other",n00000068,"Normative Ethical and Legal Theory",0,000000,1
5658,"Other",n00000022,"Conceptual Exclusion and Security Dilemma Analysis",0,000000,1
5327,"Other",n00000022,"Conceptual Exclusion and Security Dilemma Analysis",-0,649234,2
5327,"Other",n00000023,"General Knowledge and Trivia Discrimination",-0,739078,2
5655,"Other",n00000035,"American Political Ideologies and Institutional Evolution",-0,480360,2
5655,"Other",n00000022,"Conceptual Exclusion and Security Dilemma Analysis",-0,963804,2
5589,"Other",n00000022,"Conceptual Exclusion and Security Dilemma Analysis",-0,355992,2
5589,"Other",n00000024,"Empirical Social and Health Statistics Analysis",-1,205569,2
5067,"Other",n00000022,"Conceptual Exclusion and Security Dilemma Analysis",0,000000,1
9165,"Physics",n00000128,"Subatomic Particle Energy and Decay Dynamics",-0,539038,2
9165,"Physics",n00000075,"Electromagnetic Wave and Quantum Particle Dynamics",-0,875410,2
9046,"Physics",n00000128,"Subatomic Particle Energy and Decay Dynamics",0,000000,1
10297,"Physics",n00000128,"Subatomic Particle Energy and Decay Dynamics",0,000000,1
5340,"Other",n00000023,"General Knowledge and Trivia Discrimination",0,000000,1
5171,"Other",n00000023,"General Knowledge and Trivia Discrimination",0,000000,1
5897,"Other",n00000023,"General Knowledge and Trivia Discrimination",0,000000,1
5314,"Other",n00000023,"General Knowledge and Trivia Discrimination",0,000000,1
5904,"Other",n00000023,"General Knowledge and Trivia Discrimination",0,000000,1
5893,"Other",n00000023,"General Knowledge and Trivia Discrimination",0,000000,1
5732,"Other",n00000023,"General Knowledge and Trivia Discrimination",0,000000,1
5706,"Other",n00000023,"General Knowledge and Trivia Discrimination",0,000000,1
5980,"Other",n00000023,"General Knowledge and Trivia Discrimination",0,000000,1
5254,"Other",n00000023,"General Knowledge and Trivia Discrimination",-0,570378,2
5254,"Other",n00000009,"Health",-0,833126,2
5830,"Other",n00000023,"General Knowledge and Trivia Discrimination",0,000000,1
11095,"Philosophy",n00000023,"General Knowledge and Trivia Discrimination",0,000000,1
5677,"Other",n00000009,"Health",0,000000,1
6662,"Health",n00000009,"Health",0,000000,1
6741,"Health",n00000009,"Health",0,000000,1
6526,"Health",n00000009,"Health",0,000000,1
6724,"Health",n00000009,"Health",0,000000,1
6281,"Health",n00000009,"Health",0,000000,1
6354,"Health",n00000009,"Health",0,000000,1
6031,"Health",n00000009,"Health",0,000000,1
6264,"Health",n00000009,"Health",0,000000,1
6055,"Health",n00000009,"Health",0,000000,1
6063,"Health",n00000009,"Health",0,000000,1
6813,"Health",n00000009,"Health",0,000000,1
6818,"Health",n00000009,"Health",0,000000,1
3499,"Biology",n00000009,"Health",0,000000,1
6395,"Health",n00000009,"Health",0,000000,1
6452,"Health",n00000009,"Health",0,000000,1
6057,"Health",n00000009,"Health",0,000000,1
6718,"Health",n00000009,"Health",0,000000,1
6535,"Health",n00000009,"Health",0,000000,1
6130,"Health",n00000009,"Health",0,000000,1
6716,"Health",n00000009,"Health",0,000000,1
6401,"Health",n00000009,"Health",0,000000,1
6071,"Health",n00000009,"Health",0,000000,1
6176,"Health",n00000009,"Health",0,000000,1
6230,"Health",n00000009,"Health",0,000000,1
6207,"Health",n00000009,"Health",0,000000,1
2064,"Psychology",n00000009,"Health",0,000000,1
6226,"Health",n00000009,"Health",0,000000,1
6666,"Health",n00000009,"Health",0,000000,1
6236,"Health",n00000009,"Health",0,000000,1
6612,"Health",n00000009,"Health",0,000000,1
10315,"Physics",n00000348,"Thermodynamic Phase Transition Calculations",0,000000,1
9774,"Physics",n00000313,"Real Gas Thermodynamic Calculations",0,000000,1
9689,"Physics",n00000313,"Real Gas Thermodynamic Calculations",0,000000,1
3681,"Chemistry",n00000313,"Real Gas Thermodynamic Calculations",0,000000,1
4475,"Chemistry",n00000092,"Thermodynamic Process and Work Analysis",0,000000,1
4125,"Chemistry",n00000313,"Real Gas Thermodynamic Calculations",0,000000,1
3704,"Chemistry",n00000313,"Real Gas Thermodynamic Calculations",0,000000,1
4066,"Chemistry",n00000348,"Thermodynamic Phase Transition Calculations",0,000000,1
4413,"Chemistry",n00000313,"Real Gas Thermodynamic Calculations",0,000000,1
3555,"Chemistry",n00000313,"Real Gas Thermodynamic Calculations",0,000000,1
6461,"Health",n00000313,"Real Gas Thermodynamic Calculations",0,000000,1
4411,"Chemistry",n00000348,"Thermodynamic Phase Transition Calculations",0,000000,1
4491,"Chemistry",n00000313,"Real Gas Thermodynamic Calculations",0,000000,1
4502,"Chemistry",n00000313,"Real Gas Thermodynamic Calculations",-0,303951,2
4502,"Chemistry",n00000348,"Thermodynamic Phase Transition Calculations",-1,339017,2
3832,"Chemistry",n00000313,"Real Gas Thermodynamic Calculations",0,000000,1
4453,"Chemistry",n00000313,"Real Gas Thermodynamic Calculations",0,000000,1
4376,"Chemistry",n00000313,"Real Gas Thermodynamic Calculations",0,000000,1
3927,"Chemistry",n00000313,"Real Gas Thermodynamic Calculations",0,000000,1
4279,"Chemistry",n00000313,"Real Gas Thermodynamic Calculations",0,000000,1
4402,"Chemistry",n00000313,"Real Gas Thermodynamic Calculations",-0,545194,2
4402,"Chemistry",n00000348,"Thermodynamic Phase Transition Calculations",-0,866856,2
3984,"Chemistry",n00000313,"Real Gas Thermodynamic Calculations",0,000000,1
3956,"Chemistry",n00000313,"Real Gas Thermodynamic Calculations",0,000000,1
3774,"Chemistry",n00000313,"Real Gas Thermodynamic Calculations",0,000000,1
4015,"Chemistry",n00000348,"Thermodynamic Phase Transition Calculations",0,000000,1
4234,"Chemistry",n00000348,"Thermodynamic Phase Transition Calculations",0,000000,1
4328,"Chemistry",n00000313,"Real Gas Thermodynamic Calculations",0,000000,1
4020,"Chemistry",n00000313,"Real Gas Thermodynamic Calculations",0,000000,1
3656,"Chemistry",n00000313,"Real Gas Thermodynamic Calculations",0,000000,1
4560,"Chemistry",n00000313,"Real Gas Thermodynamic Calculations",0,000000,1
4336,"Chemistry",n00000348,"Thermodynamic Phase Transition Calculations",0,000000,1
4629,"Chemistry",n00000313,"Real Gas Thermodynamic Calculations",0,000000,1
3817,"Chemistry",n00000348,"Thermodynamic Phase Transition Calculations",0,000000,1
4205,"Chemistry",n00000313,"Real Gas Thermodynamic Calculations",0,000000,1
4635,"Chemistry",n00000313,"Real Gas Thermodynamic Calculations",0,000000,1
4619,"Chemistry",n00000313,"Real Gas Thermodynamic Calculations",0,000000,1
4186,"Chemistry",n00000348,"Thermodynamic Phase Transition Calculations",0,000000,1
4220,"Chemistry",n00000313,"Real Gas Thermodynamic Calculations",0,000000,1
3710,"Chemistry",n00000313,"Real Gas Thermodynamic Calculations",0,000000,1
12139,"Engineering",n00000313,"Real Gas Thermodynamic Calculations",0,000000,1
11509,"Engineering",n00000092,"Thermodynamic Process and Work Analysis",0,000000,1
12180,"Engineering",n00000313,"Real Gas Thermodynamic Calculations",0,000000,1
8637,"Math",n00000349,"Nuclear Reaction Mass-Energy Calculations",0,000000,1
4059,"Chemistry",n00000313,"Real Gas Thermodynamic Calculations",0,000000,1
4337,"Chemistry",n00000313,"Real Gas Thermodynamic Calculations",0,000000,1
3928,"Chemistry",n00000348,"Thermodynamic Phase Transition Calculations",-0,526435,2
3928,"Chemistry",n00000313,"Real Gas Thermodynamic Calculations",-0,893324,2
4538,"Chemistry",n00000313,"Real Gas Thermodynamic Calculations",0,000000,1
4210,"Chemistry",n00000313,"Real Gas Thermodynamic Calculations",0,000000,1
4627,"Chemistry",n00000313,"Real Gas Thermodynamic Calculations",0,000000,1
3604,"Chemistry",n00000313,"Real Gas Thermodynamic Calculations",0,000000,1
3844,"Chemistry",n00000313,"Real Gas Thermodynamic Calculations",0,000000,1
3778,"Chemistry",n00000349,"Nuclear Reaction Mass-Energy Calculations",0,000000,1
3988,"Chemistry",n00000349,"Nuclear Reaction Mass-Energy Calculations",0,000000,1
3723,"Chemistry",n00000313,"Real Gas Thermodynamic Calculations",0,000000,1
4307,"Chemistry",n00000313,"Real Gas Thermodynamic Calculations",-0,616206,2
4307,"Chemistry",n00000348,"Thermodynamic Phase Transition Calculations",-0,776505,2
4124,"Chemistry",n00000349,"Nuclear Reaction Mass-Energy Calculations",0,000000,1
4075,"Chemistry",n00000313,"Real Gas Thermodynamic Calculations",0,000000,1
9148,"Physics",n00000349,"Nuclear Reaction Mass-Energy Calculations",0,000000,1
10027,"Physics",n00000349,"Nuclear Reaction Mass-Energy Calculations",0,000000,1
9391,"Physics",n00000349,"Nuclear Reaction Mass-Energy Calculations",0,000000,1
3662,"Chemistry",n00000313,"Real Gas Thermodynamic Calculations",0,000000,1
3807,"Chemistry",n00000313,"Real Gas Thermodynamic Calculations",0,000000,1
3541,"Chemistry",n00000313,"Real Gas Thermodynamic Calculations",0,000000,1
3883,"Chemistry",n00000313,"Real Gas Thermodynamic Calculations",0,000000,1
4019,"Chemistry",n00000313,"Real Gas Thermodynamic Calculations",0,000000,1
4375,"Chemistry",n00000313,"Real Gas Thermodynamic Calculations",0,000000,1
3929,"Chemistry",n00000348,"Thermodynamic Phase Transition Calculations",0,000000,1
4251,"Chemistry",n00000348,"Thermodynamic Phase Transition Calculations",0,000000,1
3838,"Chemistry",n00000348,"Thermodynamic Phase Transition Calculations",0,000000,1
3535,"Chemistry",n00000313,"Real Gas Thermodynamic Calculations",0,000000,1
3863,"Chemistry",n00000313,"Real Gas Thermodynamic Calculations",0,000000,1
4230,"Chemistry",n00000348,"Thermodynamic Phase Transition Calculations",0,000000,1
4465,"Chemistry",n00000348,"Thermodynamic Phase Transition Calculations",0,000000,1
4292,"Chemistry",n00000348,"Thermodynamic Phase Transition Calculations",0,000000,1
3620,"Chemistry",n00000313,"Real Gas Thermodynamic Calculations",0,000000,1
3614,"Chemistry",n00000348,"Thermodynamic Phase Transition Calculations",0,000000,1
4155,"Chemistry",n00000313,"Real Gas Thermodynamic Calculations",0,000000,1
7606,"Economics",n00000034,"European Colonialism and Indigenous Encounters",0,000000,1
5621,"Other",n00000009,"Health",0,000000,1
4925,"History",n00000033,"Cold War Era Political Rhetoric and Doctrine",0,000000,1
4973,"History",n00000035,"American Political Ideologies and Institutional Evolution",0,000000,1
4891,"History",n00000035,"American Political Ideologies and Institutional Evolution",0,000000,1
5027,"History",n00000034,"European Colonialism and Indigenous Encounters",0,000000,1
4895,"History",n00000033,"Cold War Era Political Rhetoric and Doctrine",0,000000,1
4953,"History",n00000033,"Cold War Era Political Rhetoric and Doctrine",0,000000,1
4751,"History",n00000033,"Cold War Era Political Rhetoric and Doctrine",0,000000,1
5052,"History",n00000033,"Cold War Era Political Rhetoric and Doctrine",0,000000,1
11097,"Philosophy",n00000033,"Cold War Era Political Rhetoric and Doctrine",0,000000,1
7667,"Economics",n00000034,"European Colonialism and Indigenous Encounters",0,000000,1
5739,"Other",n00000022,"Conceptual Exclusion and Security Dilemma Analysis",0,000000,1
5138,"Other",n00000032,"Prehistoric and Ancient Human Civilizations",0,000000,1
5513,"Other",n00000033,"Cold War Era Political Rhetoric and Doctrine",0,000000,1
5080,"Other",n00000033,"Cold War Era Political Rhetoric and Doctrine",0,000000,1
4740,"History",n00000033,"Cold War Era Political Rhetoric and Doctrine",0,000000,1
4988,"History",n00000034,"European Colonialism and Indigenous Encounters",0,000000,1
4961,"History",n00000033,"Cold War Era Political Rhetoric and Doctrine",0,000000,1
4791,"History",n00000035,"American Political Ideologies and Institutional Evolution",0,000000,1
4800,"History",n00000033,"Cold War Era Political Rhetoric and Doctrine",0,000000,1
4862,"History",n00000032,"Prehistoric and Ancient Human Civilizations",0,000000,1
4813,"History",n00000034,"European Colonialism and Indigenous Encounters",0,000000,1
4873,"History",n00000032,"Prehistoric and Ancient Human Civilizations",0,000000,1
4819,"History",n00000032,"Prehistoric and Ancient Human Civilizations",-0,292986,2
4819,"History",n00000005,"Biology",-1,370549,2
5033,"History",n00000022,"Conceptual Exclusion and Security Dilemma Analysis",-0,385113,2
5033,"History",n00000024,"Empirical Social and Health Statistics Analysis",-1,140604,2
4840,"History",n00000032,"Prehistoric and Ancient Human Civilizations",0,000000,1
4676,"History",n00000032,"Prehistoric and Ancient Human Civilizations",0,000000,1
4704,"History",n00000032,"Prehistoric and Ancient Human Civilizations",0,000000,1
8444,"Math",n00000037,"Developmental and Behavioral Psychology Mechanisms",-0,301682,2
8444,"Math",n00000036,"Psychological Assessment and Ethical Practices",-1,345435,2
5494,"Other",n00000038,"Behavioral Learning Principles and Mechanisms",-0,595284,2
5494,"Other",n00000036,"Psychological Assessment and Ethical Practices",-0,801637,2
5898,"Other",n00000038,"Behavioral Learning Principles and Mechanisms",0,000000,1
2762,"Psychology",n00000039,"Foundational Psychological Theories and Concepts",-0,954690,3
2762,"Psychology",n00000038,"Behavioral Learning Principles and Mechanisms",-1,053593,3
2762,"Psychology",n00000037,"Developmental and Behavioral Psychology Mechanisms",-1,322809,3
2687,"Psychology",n00000039,"Foundational Psychological Theories and Concepts",0,000000,1
2313,"Psychology",n00000037,"Developmental and Behavioral Psychology Mechanisms",0,000000,1
2799,"Psychology",n00000039,"Foundational Psychological Theories and Concepts",0,000000,1
2376,"Psychology",n00000039,"Foundational Psychological Theories and Concepts",0,000000,1
2082,"Psychology",n00000037,"Developmental and Behavioral Psychology Mechanisms",0,000000,1
2367,"Psychology",n00000037,"Developmental and Behavioral Psychology Mechanisms",0,000000,1
2522,"Psychology",n00000039,"Foundational Psychological Theories and Concepts",0,000000,1
2498,"Psychology",n00000039,"Foundational Psychological Theories and Concepts",0,000000,1
767,"Business",n00000039,"Foundational Psychological Theories and Concepts",0,000000,1
684,"Business",n00000039,"Foundational Psychological Theories and Concepts",-0,487994,2
684,"Business",n00000038,"Behavioral Learning Principles and Mechanisms",-0,951546,2
11233,"Philosophy",n00000068,"Normative Ethical and Legal Theory",-0,529967,2
11233,"Philosophy",n00000039,"Foundational Psychological Theories and Concepts",-0,888248,2
8783,"Math",n00000036,"Psychological Assessment and Ethical Practices",0,000000,1
1990,"Psychology",n00000054,"Statistical Inference and Computational Methods",0,000000,1
2536,"Psychology",n00000036,"Psychological Assessment and Ethical Practices",0,000000,1
2399,"Psychology",n00000037,"Developmental and Behavioral Psychology Mechanisms",-0,307021,2
2399,"Psychology",n00000036,"Psychological Assessment and Ethical Practices",-1,330425,2
2249,"Psychology",n00000036,"Psychological Assessment and Ethical Practices",0,000000,1
2422,"Psychology",n00000036,"Psychological Assessment and Ethical Practices",0,000000,1
2248,"Psychology",n00000009,"Health",-0,445236,2
2248,"Psychology",n00000038,"Behavioral Learning Principles and Mechanisms",-1,023522,2
5179,"Other",n00000037,"Developmental and Behavioral Psychology Mechanisms",0,000000,1
6291,"Health",n00000037,"Developmental and Behavioral Psychology Mechanisms",0,000000,1
6531,"Health",n00000037,"Developmental and Behavioral Psychology Mechanisms",0,000000,1
6411,"Health",n00000037,"Developmental and Behavioral Psychology Mechanisms",0,000000,1
2226,"Psychology",n00000037,"Developmental and Behavioral Psychology Mechanisms",0,000000,1
2678,"Psychology",n00000037,"Developmental and Behavioral Psychology Mechanisms",0,000000,1
2075,"Psychology",n00000037,"Developmental and Behavioral Psychology Mechanisms",0,000000,1
2712,"Psychology",n00000037,"Developmental and Behavioral Psychology Mechanisms",-0,675553,2
2712,"Psychology",n00000039,"Foundational Psychological Theories and Concepts",-0,711057,2
2587,"Psychology",n00000038,"Behavioral Learning Principles and Mechanisms",0,000000,1
2484,"Psychology",n00000036,"Psychological Assessment and Ethical Practices",0,000000,1
6293,"Health",n00000038,"Behavioral Learning Principles and Mechanisms",-0,460848,2
6293,"Health",n00000037,"Developmental and Behavioral Psychology Mechanisms",-0,996278,2
2223,"Psychology",n00000038,"Behavioral Learning Principles and Mechanisms",0,000000,1
2026,"Psychology",n00000037,"Developmental and Behavioral Psychology Mechanisms",-0,508311,2
2026,"Psychology",n00000038,"Behavioral Learning Principles and Mechanisms",-0,920075,2
2729,"Psychology",n00000038,"Behavioral Learning Principles and Mechanisms",-0,373016,2
2729,"Psychology",n00000005,"Biology",-1,166852,2
2613,"Psychology",n00000038,"Behavioral Learning Principles and Mechanisms",0,000000,1
2368,"Psychology",n00000038,"Behavioral Learning Principles and Mechanisms",-0,314881,2
2368,"Psychology",n00000039,"Foundational Psychological Theories and Concepts",-1,308873,2
2675,"Psychology",n00000038,"Behavioral Learning Principles and Mechanisms",-0,418473,2
2675,"Psychology",n00000039,"Foundational Psychological Theories and Concepts",-1,073093,2
5083,"Other",n00000037,"Developmental and Behavioral Psychology Mechanisms",0,000000,1
2322,"Psychology",n00000039,"Foundational Psychological Theories and Concepts",0,000000,1
2513,"Psychology",n00000038,"Behavioral Learning Principles and Mechanisms",0,000000,1
2672,"Psychology",n00000039,"Foundational Psychological Theories and Concepts",0,000000,1
2035,"Psychology",n00000037,"Developmental and Behavioral Psychology Mechanisms",0,000000,1
2287,"Psychology",n00000039,"Foundational Psychological Theories and Concepts",-0,499779,2
2287,"Psychology",n00000037,"Developmental and Behavioral Psychology Mechanisms",-0,933093,2
2580,"Psychology",n00000024,"Empirical Social and Health Statistics Analysis",0,000000,1
2783,"Psychology",n00000039,"Foundational Psychological Theories and Concepts",0,000000,1
2273,"Psychology",n00000039,"Foundational Psychological Theories and Concepts",0,000000,1
2233,"Psychology",n00000039,"Foundational Psychological Theories and Concepts",0,000000,1
2787,"Psychology",n00000036,"Psychological Assessment and Ethical Practices",-0,775687,3
2787,"Psychology",n00000038,"Behavioral Learning Principles and Mechanisms",-1,300793,3
2787,"Psychology",n00000039,"Foundational Psychological Theories and Concepts",-1,319396,3
2800,"Psychology",n00000039,"Foundational Psychological Theories and Concepts",0,000000,1
2592,"Psychology",n00000039,"Foundational Psychological Theories and Concepts",-0,524268,2
2592,"Psychology",n00000037,"Developmental and Behavioral Psychology Mechanisms",-0,896459,2
2772,"Psychology",n00000036,"Psychological Assessment and Ethical Practices",0,000000,1
2359,"Psychology",n00000009,"Health",0,000000,1
2135,"Psychology",n00000036,"Psychological Assessment and Ethical Practices",0,000000,1
2059,"Psychology",n00000039,"Foundational Psychological Theories and Concepts",0,000000,1
11268,"Philosophy",n00000036,"Psychological Assessment and Ethical Practices",0,000000,1
9624,"Physics",n00000090,"Forced Convection Heat Transfer Analysis",0,000000,1
9715,"Physics",n00000092,"Thermodynamic Process and Work Analysis",0,000000,1
12030,"Engineering",n00000090,"Forced Convection Heat Transfer Analysis",0,000000,1
11350,"Engineering",n00000090,"Forced Convection Heat Transfer Analysis",0,000000,1
12098,"Engineering",n00000090,"Forced Convection Heat Transfer Analysis",0,000000,1
11723,"Engineering",n00000090,"Forced Convection Heat Transfer Analysis",0,000000,1
11909,"Engineering",n00000092,"Thermodynamic Process and Work Analysis",0,000000,1
11403,"Engineering",n00000090,"Forced Convection Heat Transfer Analysis",0,000000,1
11664,"Engineering",n00000090,"Forced Convection Heat Transfer Analysis",0,000000,1
11704,"Engineering",n00000090,"Forced Convection Heat Transfer Analysis",0,000000,1
11331,"Engineering",n00000090,"Forced Convection Heat Transfer Analysis",0,000000,1
11620,"Engineering",n00000090,"Forced Convection Heat Transfer Analysis",0,000000,1
11719,"Engineering",n00000090,"Forced Convection Heat Transfer Analysis",0,000000,1
12094,"Engineering",n00000090,"Forced Convection Heat Transfer Analysis",0,000000,1
11960,"Engineering",n00000090,"Forced Convection Heat Transfer Analysis",0,000000,1
8202,"Math",n00000410,"Advanced Calculus and Integral Transform Applications",0,000000,1
9821,"Physics",n00000092,"Thermodynamic Process and Work Analysis",-0,338270,2
9821,"Physics",n00000313,"Real Gas Thermodynamic Calculations",-1,248282,2
4211,"Chemistry",n00000348,"Thermodynamic Phase Transition Calculations",0,000000,1
11913,"Engineering",n00000090,"Forced Convection Heat Transfer Analysis",0,000000,1
12196,"Engineering",n00000092,"Thermodynamic Process and Work Analysis",0,000000,1
11558,"Engineering",n00000090,"Forced Convection Heat Transfer Analysis",0,000000,1
11291,"Engineering",n00000090,"Forced Convection Heat Transfer Analysis",0,000000,1
11518,"Engineering",n00000090,"Forced Convection Heat Transfer Analysis",0,000000,1
12053,"Engineering",n00000092,"Thermodynamic Process and Work Analysis",0,000000,1
12111,"Engineering",n00000092,"Thermodynamic Process and Work Analysis",0,000000,1
11510,"Engineering",n00000092,"Thermodynamic Process and Work Analysis",0,000000,1
12059,"Engineering",n00000092,"Thermodynamic Process and Work Analysis",0,000000,1
9291,"Physics",n00000091,"Electrical Power and Energy Systems Analysis",0,000000,1
9598,"Physics",n00000091,"Electrical Power and Energy Systems Analysis",0,000000,1
11521,"Engineering",n00000091,"Electrical Power and Energy Systems Analysis",0,000000,1
11354,"Engineering",n00000091,"Electrical Power and Energy Systems Analysis",0,000000,1
9907,"Physics",n00000092,"Thermodynamic Process and Work Analysis",0,000000,1
10181,"Physics",n00000092,"Thermodynamic Process and Work Analysis",0,000000,1
9403,"Physics",n00000092,"Thermodynamic Process and Work Analysis",0,000000,1
9073,"Physics",n00000092,"Thermodynamic Process and Work Analysis",0,000000,1
12177,"Engineering",n00000092,"Thermodynamic Process and Work Analysis",0,000000,1
11414,"Engineering",n00000092,"Thermodynamic Process and Work Analysis",0,000000,1
12175,"Engineering",n00000092,"Thermodynamic Process and Work Analysis",0,000000,1
11859,"Engineering",n00000092,"Thermodynamic Process and Work Analysis",0,000000,1
9182,"Physics",n00000091,"Electrical Power and Energy Systems Analysis",0,000000,1
12150,"Engineering",n00000091,"Electrical Power and Energy Systems Analysis",0,000000,1
11762,"Engineering",n00000091,"Electrical Power and Energy Systems Analysis",0,000000,1
12161,"Engineering",n00000091,"Electrical Power and Energy Systems Analysis",0,000000,1
11527,"Engineering",n00000091,"Electrical Power and Energy Systems Analysis",0,000000,1
11927,"Engineering",n00000091,"Electrical Power and Energy Systems Analysis",0,000000,1
12001,"Engineering",n00000091,"Electrical Power and Energy Systems Analysis",0,000000,1
12210,"Engineering",n00000091,"Electrical Power and Energy Systems Analysis",0,000000,1
10254,"Physics",n00000005,"Biology",0,000000,1
6277,"Health",n00000005,"Biology",0,000000,1
5174,"Other",n00000005,"Biology",0,000000,1
4758,"History",n00000005,"Biology",0,000000,1
4864,"History",n00000005,"Biology",0,000000,1
4967,"History",n00000005,"Biology",0,000000,1
2961,"Biology",n00000005,"Biology",0,000000,1
2994,"Biology",n00000005,"Biology",0,000000,1
3330,"Biology",n00000005,"Biology",0,000000,1
3230,"Biology",n00000005,"Biology",0,000000,1
3256,"Biology",n00000005,"Biology",0,000000,1
3253,"Biology",n00000005,"Biology",0,000000,1
3051,"Biology",n00000005,"Biology",0,000000,1
3123,"Biology",n00000005,"Biology",0,000000,1
6004,"Health",n00000005,"Biology",0,000000,1
3334,"Biology",n00000005,"Biology",0,000000,1
3110,"Biology",n00000005,"Biology",0,000000,1
2821,"Biology",n00000005,"Biology",0,000000,1
2917,"Biology",n00000005,"Biology",0,000000,1
2861,"Biology",n00000005,"Biology",0,000000,1
3064,"Biology",n00000005,"Biology",0,000000,1
9315,"Physics",n00000056,"Logical Statement Verification in CS and Math",0,000000,1
5218,"Other",n00000005,"Biology",0,000000,1
2679,"Psychology",n00000005,"Biology",0,000000,1
2664,"Psychology",n00000005,"Biology",0,000000,1
2496,"Psychology",n00000038,"Behavioral Learning Principles and Mechanisms",-0,434337,2
2496,"Psychology",n00000005,"Biology",-1,043255,2
3411,"Biology",n00000005,"Biology",0,000000,1
2877,"Biology",n00000005,"Biology",0,000000,1
6097,"Health",n00000005,"Biology",0,000000,1
2984,"Biology",n00000005,"Biology",0,000000,1
3084,"Biology",n00000005,"Biology",0,000000,1
3025,"Biology",n00000005,"Biology",0,000000,1
3454,"Biology",n00000005,"Biology",0,000000,1
3241,"Biology",n00000005,"Biology",0,000000,1
2832,"Biology",n00000005,"Biology",0,000000,1
3138,"Biology",n00000005,"Biology",0,000000,1
3360,"Biology",n00000005,"Biology",0,000000,1
6653,"Health",n00000005,"Biology",0,000000,1
6773,"Health",n00000005,"Biology",0,000000,1
2300,"Psychology",n00000005,"Biology",0,000000,1
3105,"Biology",n00000005,"Biology",0,000000,1
3461,"Biology",n00000005,"Biology",0,000000,1
3278,"Biology",n00000005,"Biology",0,000000,1
2824,"Biology",n00000005,"Biology",0,000000,1
3285,"Biology",n00000005,"Biology",0,000000,1
2872,"Biology",n00000005,"Biology",0,000000,1
8697,"Math",n00000002,"Business",0,000000,1
6981,"Economics",n00000022,"Conceptual Exclusion and Security Dilemma Analysis",-0,652397,2
6981,"Economics",n00000002,"Business",-0,735629,2
639,"Business",n00000002,"Business",0,000000,1
232,"Business",n00000002,"Business",0,000000,1
342,"Business",n00000002,"Business",0,000000,1
421,"Business",n00000002,"Business",0,000000,1
327,"Business",n00000002,"Business",0,000000,1
673,"Business",n00000002,"Business",0,000000,1
182,"Business",n00000002,"Business",0,000000,1
